Wall time,Step,Value
1683547947.9449282,3,0.16111111640930176
1683547947.9449415,4,0.18611110746860504
1683547947.9450157,10,0.30000001192092896
1683547947.9452696,14,0.4444444477558136
1683547947.9453301,15,0.49166667461395264
1683547947.945506,18,0.5277777910232544
1683547947.945565,19,0.5444444417953491
1683547947.9456236,20,0.5444444417953491
1683547947.9457414,22,0.6083333492279053
1683547947.945799,23,0.6611111164093018
1683547947.9459763,26,0.6777777671813965
1683547947.9460342,27,0.6972222328186035
1683547947.9469116,38,0.7833333611488342
1683547947.9470818,40,0.800000011920929
1683547947.9476137,47,0.824999988079071
1683547947.947688,48,0.8472222089767456
1683547947.9477654,49,0.8444444537162781
1683547947.9479175,51,0.8388888835906982
1683547947.9481459,54,0.8138889074325562
1683547947.948371,57,0.8277778029441833
1683547947.9486,60,0.8333333134651184
1683547947.948675,61,0.8333333134651184
1683547947.9487498,62,0.824999988079071
1683547947.9488258,63,0.8500000238418579
1683547947.948975,65,0.8527777791023254
1683547947.949092,66,0.8611111044883728
1683547947.9491818,67,0.8583333492279053
1683547947.9492588,68,0.8611111044883728
1683547947.9494107,70,0.8694444298744202
1683547947.9494882,71,0.875
1683547947.9499354,77,0.8777777552604675
1683547947.9500852,79,0.875
1683547947.950353,82,0.8722222447395325
1683547947.9506147,85,0.8722222447395325
1683547947.9509153,89,0.8833333253860474
1683547947.9516726,99,0.8833333253860474
1683547947.9519877,103,0.8861111402511597
1683547947.952207,106,0.8888888955116272
1683547947.9522798,107,0.8888888955116272
1683547947.9524255,109,0.8833333253860474
1683547947.9528775,116,0.8861111402511597
1683547947.9531968,121,0.8972222208976746
1683547947.9534528,125,0.8916666507720947
1683547947.9535184,126,0.8916666507720947
1683547947.9536455,128,0.8916666507720947
1683547947.9537818,130,0.894444465637207
1683547947.9541578,136,0.8888888955116272
1683547947.9542203,137,0.8888888955116272
1683547947.9546688,144,0.8972222208976746
1683547947.9547958,146,0.8888888955116272
1683547947.9548595,147,0.8888888955116272
1683547947.9550617,150,0.8972222208976746
1683547947.9555173,157,0.9027777910232544
1683547947.9556963,160,0.8972222208976746
1683547947.955817,162,0.894444465637207
1683547947.955938,164,0.8972222208976746
1683547947.9563007,170,0.9138888716697693
1683547947.9563613,171,0.9111111164093018
1683547947.9564216,172,0.9111111164093018
1683547947.9567223,177,0.8888888955116272
1683547947.9569623,181,0.8972222208976746
1683547947.957146,184,0.894444465637207
1683547947.957206,185,0.894444465637207
1683547947.9572659,186,0.894444465637207
1683547947.9575124,190,0.8916666507720947
1683547947.957573,191,0.8916666507720947
1683547947.9576333,192,0.894444465637207
1683547947.9580545,199,0.9027777910232544
1683547947.9582403,202,0.894444465637207
1683547947.9583008,203,0.8888888955116272
1683547947.9583616,204,0.8888888955116272
1683547947.9584217,205,0.894444465637207
1683547947.9586027,207,0.9027777910232544
1683547947.9589255,211,0.8972222208976746
1683547947.959092,213,0.894444465637207
1683547947.9592152,215,0.8999999761581421
1683547947.9594576,219,0.8972222208976746
1683547947.9595184,220,0.9055555462837219
1683547947.95958,221,0.8999999761581421
1683547947.9597633,224,0.8999999761581421
1683547947.960071,229,0.9027777910232544
1683547947.9607332,239,0.9222221970558167
1683547947.9608521,241,0.9222221970558167
1683547947.961032,244,0.9166666865348816
1683547947.9610915,245,0.9138888716697693
1683547947.961152,246,0.9138888716697693
1683547947.9616864,254,0.9166666865348816
1683547947.961928,258,0.9138888716697693
1683547947.9619887,259,0.9083333611488342
1683547947.9620492,260,0.9083333611488342
1683547947.962713,271,0.9111111164093018
1683547947.9628959,274,0.9111111164093018
1683547947.9630325,276,0.9055555462837219
1683547947.9631617,278,0.9055555462837219
1683547947.9632843,280,0.9083333611488342
1683547947.963405,282,0.9166666865348816
1683547947.9635859,285,0.9194444417953491
1683547947.9637692,288,0.9166666865348816
1683547947.9638886,290,0.9111111164093018
1683547947.9641907,295,0.9138888716697693
1683547947.9643116,297,0.9111111164093018
1683547947.9643722,298,0.9111111164093018
1683547947.9648569,306,0.9194444417953491
1683547947.9649796,308,0.9166666865348816
1683547947.9652185,312,0.9194444417953491
1683547947.965461,316,0.9138888716697693
1683547947.9655828,318,0.9166666865348816
1683547947.9656434,319,0.9222221970558167
1683547947.965825,322,0.9166666865348816
1683547947.9667363,337,0.9111111164093018
1683547947.9667978,338,0.9111111164093018
1683547947.9671075,343,0.9166666865348816
1683547947.967229,345,0.9083333611488342
1683547947.96729,346,0.9055555462837219
1683547947.9676588,352,0.9194444417953491
1683547947.9677799,354,0.9166666865348816
1683547947.9680245,358,0.9222221970558167
1683547947.9682713,362,0.9194444417953491
1683547947.9683328,363,0.9194444417953491
1683547947.9683938,364,0.9194444417953491
1683547947.968454,365,0.9194444417953491
1683547947.9685144,366,0.9194444417953491
1683547947.9685755,367,0.9194444417953491
1683547947.9692478,378,0.9194444417953491
1683547947.9697342,386,0.9194444417953491
1683547947.9699755,390,0.9138888716697693
1683547947.9700978,392,0.9194444417953491
1683547947.9702199,394,0.9222221970558167
1683547947.9704008,397,0.9222221970558167
1683547947.9707012,402,0.9194444417953491
1683547947.9708223,404,0.9194444417953491
1683547947.9711363,409,0.9194444417953491
1683547947.971379,413,0.9166666865348816
1683547947.9714391,414,0.9194444417953491
1683547947.9715,415,0.9194444417953491
1683547947.9718645,421,0.9166666865348816
1683547947.9719248,422,0.9194444417953491
1683547947.972105,425,0.9194444417953491
1683547947.9721653,426,0.9194444417953491
1683547947.9724073,430,0.9222221970558167
1683547947.97271,435,0.9222221970558167
1683547947.972769,436,0.9222221970558167
1683547947.972828,437,0.9222221970558167
1683547947.9729476,439,0.925000011920929
1683547947.9730685,441,0.925000011920929
1683547947.973189,443,0.925000011920929
1683547947.9732487,444,0.925000011920929
1683547947.9733686,446,0.925000011920929
1683547947.973617,450,0.925000011920929
1683547947.9737377,452,0.9194444417953491
1683547947.973978,456,0.9222221970558167
1683547947.9742181,460,0.9166666865348816
1683547947.9742782,461,0.9166666865348816
1683547947.9745197,465,0.9166666865348816
1683547947.974579,466,0.9138888716697693
1683547947.9747002,468,0.9138888716697693
1683547947.9748206,470,0.9166666865348816
1683547947.9750993,474,0.9138888716697693
1683547947.975164,475,0.9138888716697693
1683547947.9754686,480,0.9111111164093018
1683547947.9755287,481,0.9111111164093018
1683547947.9757102,484,0.9138888716697693
1683547947.9758918,487,0.9222221970558167
1683547947.9759521,488,0.9194444417953491
1683547947.9760137,489,0.9222221970558167
1683547947.9761345,491,0.9166666865348816
1683547947.9763172,494,0.9222221970558167
1683547947.9765592,498,0.9222221970558167
1683547947.976802,502,0.9194444417953491
1683547947.9768615,503,0.9166666865348816
1683547947.9772303,509,0.9166666865348816
1683547947.977291,510,0.9194444417953491
1683547947.9773517,511,0.9194444417953491
1683547947.9774127,512,0.9138888716697693
1683547947.977473,513,0.9138888716697693
1683547947.9775527,514,0.9166666865348816
1683547947.9777598,517,0.9166666865348816
1683547947.97782,518,0.9138888716697693
1683547947.9778805,519,0.9138888716697693
1683547947.9787285,533,0.9138888716697693
1683547947.9787881,534,0.9138888716697693
1683547947.9789126,536,0.9138888716697693
1683547947.9789724,537,0.9138888716697693
1683547947.9790437,538,0.9138888716697693
1683547947.9791675,540,0.9166666865348816
1683547947.9792876,542,0.9166666865348816
1683547947.979406,544,0.9166666865348816
1683547947.9795582,546,0.9138888716697693
1683547947.9796438,547,0.9138888716697693
1683547947.979906,550,0.9083333611488342
1683547947.9800766,552,0.9083333611488342
1683547947.980308,555,0.9111111164093018
1683547947.9803922,556,0.9111111164093018
1683547947.9809213,562,0.9111111164093018
1683547947.9810119,563,0.9111111164093018
1683547947.9811013,564,0.9111111164093018
1683547947.9815104,568,0.9138888716697693
1683547947.9817843,571,0.9111111164093018
1683547947.9819221,573,0.9111111164093018
1683547947.9821248,576,0.9138888716697693
1683547947.9823956,580,0.9138888716697693
1683547947.9826622,584,0.9138888716697693
1683547947.9827287,585,0.9138888716697693
1683547947.9829292,588,0.9138888716697693
1683547947.983073,590,0.9138888716697693
1683547947.9831436,591,0.9138888716697693
1683547947.9833498,594,0.9138888716697693
1683547947.9834836,596,0.9111111164093018
1683547947.983717,598,0.9083333611488342
