Wall time,Step,Value
1678966691.6959782,12,0.1455555558204651
1678966691.6960042,24,0.28333333134651184
1678966691.6960182,36,0.40583333373069763
1678966691.696031,48,0.49638888239860535
1678966691.696043,60,0.5494444370269775
1678966691.6960545,72,0.5788888931274414
1678966691.6960664,84,0.602222204208374
1678966691.6960783,96,0.6152777671813965
1678966691.6960902,108,0.6286110877990723
1678966691.696102,120,0.6361111402511597
1678966691.6961133,132,0.6422222256660461
1678966691.6962194,144,0.6455555558204651
1678966691.6963193,156,0.6486111283302307
1678966691.6963997,168,0.6516666412353516
1678966691.6964746,180,0.6524999737739563
1678966691.6966438,192,0.6547222137451172
1678966691.6966908,204,0.6558333039283752
1678966691.6967833,216,0.6563888788223267
1678966691.696873,228,0.6580555438995361
1678966691.696961,240,0.6586111187934875
1678966691.6970475,252,0.6588888764381409
1678966691.6971328,264,0.6605555415153503
1678966691.6972177,276,0.6608333587646484
1678966691.6973019,288,0.6625000238418579
1678966691.6973991,300,0.6638888716697693
1678966691.697476,312,0.664722204208374
1678966691.697563,324,0.6650000214576721
1678966691.6976686,336,0.6652777791023254
1678966691.697767,348,0.6655555367469788
1678966691.6978562,360,0.6663888692855835
1678966691.6979408,372,0.6658333539962769
1678966691.6980276,384,0.6666666865348816
1678966691.6981137,396,0.6666666865348816
1678966691.6981974,408,0.6669444441795349
1678966691.6982844,420,0.6677777767181396
1678966691.6983669,432,0.668055534362793
1678966691.6984534,444,0.6688888669013977
1678966691.6985369,456,0.6694444417953491
1678966691.698636,468,0.6702777743339539
1678966691.6987298,480,0.6702777743339539
1678966691.6988144,492,0.6711111068725586
1678966691.6989448,504,0.6719444394111633
1678966691.6989686,516,0.6725000143051147
1678966691.6990535,528,0.6725000143051147
1678966691.6991398,540,0.6730555295944214
1678966691.6992245,552,0.6730555295944214
1678966691.699314,564,0.6738888621330261
1678966691.6994045,576,0.6738888621330261
1678966691.699491,588,0.6738888621330261
1678966691.6995788,600,0.6738888621330261
1678966691.6996672,612,0.6736111044883728
1678966691.6997554,624,0.6736111044883728
1678966691.6998448,636,0.6738888621330261
1678966691.6999314,648,0.6730555295944214
1678966691.7000208,660,0.6736111044883728
1678966691.7001107,672,0.6736111044883728
1678966691.700198,684,0.6736111044883728
1678966691.7002888,696,0.6736111044883728
1678966691.700379,708,0.6736111044883728
1678966691.7004685,720,0.6736111044883728
1678966691.7005565,732,0.6738888621330261
1678966691.7006679,744,0.6741666793823242
1678966691.70077,756,0.6747221946716309
1678966691.700851,768,0.6758333444595337
1678966691.7009366,780,0.6758333444595337
1678966691.7010217,792,0.6758333444595337
1678966691.7011144,804,0.6758333444595337
1678966691.701195,816,0.6766666769981384
1678966691.7012808,828,0.6769444346427917
1678966691.7013676,840,0.6769444346427917
1678966691.7014523,852,0.6775000095367432
1678966691.701539,864,0.6775000095367432
1678966691.7016318,876,0.6775000095367432
1678966691.7017107,888,0.6786110997200012
1678966691.7017968,900,0.6783333420753479
1678966691.7018816,912,0.6783333420753479
1678966691.7019665,924,0.6791666746139526
1678966691.7020533,936,0.6800000071525574
1678966691.7021387,948,0.6800000071525574
1678966691.7022247,960,0.6800000071525574
1678966691.7023098,972,0.6800000071525574
1678966691.7023952,984,0.6800000071525574
1678966691.7024796,996,0.6800000071525574
1678966691.7025647,1008,0.6802777647972107
1678966691.7026877,1020,0.6805555820465088
1678966691.702778,1032,0.6808333396911621
1678966691.702867,1044,0.6811110973358154
1678966691.7029543,1056,0.6813889145851135
1678966691.7030425,1068,0.6813889145851135
